iteration,profile,site_mode,start_time,end_time,extracted_wpm,computed_wpm,extracted_accuracy,keystrokes_count,json_file
71,superhuman,standard,2025-12-04T15:11:18.146499Z,2025-12-04T15:11:28.587876Z,0.0,625.6886700977102,100.0,57,run_20251204T151128_iter71.json
72,superhuman,standard,2025-12-04T15:11:30.741190Z,2025-12-04T15:11:47.601166Z,0.0,282.5117783682891,100.0,43,run_20251204T151147_iter72.json
73,superhuman,standard,2025-12-04T15:11:49.701014Z,2025-12-04T15:12:01.304670Z,0.0,692.8981976520865,100.0,61,run_20251204T151201_iter73.json
74,superhuman,standard,2025-12-04T15:12:03.392746Z,2025-12-04T15:12:12.524563Z,0.0,692.0541603369164,100.0,62,run_20251204T151212_iter74.json
75,superhuman,standard,2025-12-04T15:12:14.712002Z,2025-12-04T15:12:23.912427Z,0.0,699.0077877167257,100.0,48,run_20251204T151223_iter75.json
76,superhuman,standard,2025-12-04T15:12:26.013090Z,2025-12-04T15:12:33.545558Z,0.0,697.8034506842862,100.0,45,run_20251204T151233_iter76.json
77,superhuman,standard,2025-12-04T15:12:35.335295Z,2025-12-04T15:12:44.419246Z,0.0,721.9107815515385,100.0,51,run_20251204T151244_iter77.json
79,superhuman,standard,2025-12-04T15:12:49.041514Z,2025-12-04T15:12:59.444759Z,0.0,651.2232304095081,100.0,49,run_20251204T151259_iter79.json
80,superhuman,standard,2025-12-04T15:13:01.627798Z,2025-12-04T15:13:09.662985Z,0.0,677.9581715759003,100.0,61,run_20251204T151309_iter80.json
81,superhuman,standard,2025-12-04T15:13:11.386904Z,2025-12-04T15:13:20.785583Z,0.0,651.2410582047409,100.0,58,run_20251204T151320_iter81.json
82,superhuman,standard,2025-12-04T15:13:22.962657Z,2025-12-04T15:13:31.728330Z,0.0,723.3852112116007,100.0,45,run_20251204T151331_iter82.json
83,superhuman,standard,2025-12-04T15:13:33.411188Z,2025-12-04T15:13:43.088085Z,0.0,621.5892874986013,100.0,66,run_20251204T151343_iter83.json
84,superhuman,standard,2025-12-04T15:13:45.087734Z,2025-12-04T15:13:54.302503Z,0.0,676.5431739298748,100.0,65,run_20251204T151354_iter84.json
86,superhuman,standard,2025-12-04T15:13:58.861453Z,2025-12-04T15:14:08.075595Z,0.0,749.2581683516952,100.0,65,run_20251204T151408_iter86.json
87,superhuman,standard,2025-12-04T15:14:10.012312Z,2025-12-04T15:14:19.515628Z,0.0,832.9121619054041,100.0,54,run_20251204T151419_iter87.json
88,superhuman,standard,2025-12-04T15:14:21.716230Z,2025-12-04T15:14:28.556434Z,0.0,747.6320790755573,100.0,46,run_20251204T151428_iter88.json
90,superhuman,standard,2025-12-04T15:14:34.775676Z,2025-12-04T15:14:44.251214Z,0.0,625.4474941794624,100.0,53,run_20251204T151444_iter90.json
91,superhuman,standard,2025-12-04T15:14:46.402069Z,2025-12-04T15:14:55.756688Z,0.0,732.5759935341653,100.0,51,run_20251204T151455_iter91.json
92,superhuman,standard,2025-12-04T15:14:57.971251Z,2025-12-04T15:15:05.606770Z,0.0,685.7522644340725,100.0,51,run_20251204T151505_iter92.json
93,superhuman,standard,2025-12-04T15:15:07.349552Z,2025-12-04T15:15:15.217272Z,0.0,700.628632400953,100.0,69,run_20251204T151515_iter93.json
94,superhuman,standard,2025-12-04T15:15:16.955019Z,2025-12-04T15:15:26.105828Z,0.0,750.2034835525659,100.0,65,run_20251204T151526_iter94.json
95,superhuman,standard,2025-12-04T15:15:28.272733Z,2025-12-04T15:15:37.344502Z,0.0,719.9790911440068,100.0,62,run_20251204T151537_iter95.json
96,superhuman,standard,2025-12-04T15:15:39.536673Z,2025-12-04T15:15:47.501643Z,0.0,729.9459405428526,100.0,65,run_20251204T151547_iter96.json
97,superhuman,standard,2025-12-04T15:15:49.289918Z,2025-12-04T15:15:57.054769Z,0.0,721.1493725768668,100.0,66,run_20251204T151557_iter97.json
98,superhuman,standard,2025-12-04T15:15:58.840234Z,2025-12-04T15:16:06.569059Z,0.0,778.0260438716647,100.0,49,run_20251204T151606_iter98.json
99,superhuman,standard,2025-12-04T15:16:08.163618Z,2025-12-04T15:16:15.195995Z,0.0,703.0926837017823,100.0,51,run_20251204T151615_iter99.json
100,superhuman,standard,2025-12-04T15:16:16.946228Z,2025-12-04T15:16:24.666977Z,0.0,658.8325616123462,100.0,49,run_20251204T151624_iter100.json
